type,n,m,t,otps,cmps,iters
min,39,170,139,10,2,12
rnd,39,170,139,10,2,13
max,39,170,77,15,2,21
min,39,170,77,15,2,22
rnd,39,170,77,15,2,20
max,39,170,87,11,2,23
min,39,170,87,11,2,28
rnd,39,170,87,11,2,47
max,39,170,118,9,2,12
min,39,170,118,9,2,22
rnd,39,170,118,9,2,19
min,39,170,137,95,6,1455
rnd,39,170,137,95,6,1791
max,39,170,140,26,2,99
min,39,170,140,26,2,236
rnd,39,170,140,26,2,110
max,39,170,129,25,2,93
min,39,170,129,25,2,162
rnd,39,170,129,25,2,157
max,39,170,98,20,2,81
min,39,170,98,20,2,179
rnd,39,170,98,20,2,170
max,39,170,117,19,2,45
min,39,170,117,19,2,59
rnd,39,170,117,19,2,55
max,39,170,140,75,5,935
max,39,170,115,16,2,23
min,39,170,115,16,2,22
rnd,39,170,115,16,2,28
max,39,170,146,26,2,103
min,39,170,146,26,2,116
rnd,39,170,146,26,2,86
max,39,170,89,20,2,33
min,39,170,89,20,2,94
rnd,39,170,89,20,2,28
max,39,170,109,22,2,122
min,39,170,109,22,2,118
rnd,39,170,109,22,2,104
max,39,170,53,7,2,9
min,39,170,53,7,2,14
rnd,39,170,53,7,2,14
max,39,170,115,16,2,38
min,39,170,115,16,2,37
rnd,39,170,115,16,2,37
max,39,170,119,26,2,235
min,39,170,119,26,2,434
rnd,39,170,119,26,2,104
max,39,170,119,51,3,87
min,39,170,119,51,3,111
rnd,39,170,119,51,3,108
max,39,170,133,31,3,389
min,39,170,133,31,3,832
rnd,39,170,133,31,3,122
max,39,170,120,9,2,11
min,39,170,120,9,2,17
rnd,39,170,120,9,2,13
max,39,170,125,23,2,90
min,39,170,125,23,2,155
rnd,39,170,125,23,2,306
max,39,170,124,45,3,213
min,39,170,124,45,3,224
rnd,39,170,124,45,3,408
max,39,170,134,26,2,46
min,39,170,134,26,2,48
rnd,39,170,134,26,2,41
max,39,170,150,59,5,201
min,39,170,150,59,5,458
rnd,39,170,150,59,5,242
max,39,170,59,17,2,31
min,39,170,59,17,2,51
rnd,39,170,59,17,2,78
max,39,170,108,33,2,274
min,39,170,108,33,2,223
rnd,39,170,108,33,2,394
max,39,170,90,10,2,11
min,39,170,90,10,2,12
rnd,39,170,90,10,2,11
max,39,170,130,55,4,512
min,39,170,130,55,4,1311
rnd,39,170,130,55,4,608
max,39,170,74,14,2,28
min,39,170,74,14,2,63
rnd,39,170,74,14,2,58
max,39,170,148,26,2,102
min,39,170,148,26,2,122
rnd,39,170,148,26,2,130
max,39,170,150,35,2,980
rnd,39,170,150,35,2,2307
max,39,170,150,55,3,234
min,39,170,150,55,3,330
rnd,39,170,150,55,3,643
max,39,170,124,8,2,11
min,39,170,124,8,2,16
rnd,39,170,124,8,2,14
max,39,170,92,8,2,10
min,39,170,92,8,2,15
rnd,39,170,92,8,2,10
max,39,170,140,13,2,29
min,39,170,140,13,2,28
rnd,39,170,140,13,2,26
max,39,170,82,10,2,11
min,39,170,82,10,2,11
rnd,39,170,82,10,2,11
max,39,170,128,88,5,3801
rnd,39,170,128,88,5,1005
max,39,170,111,68,5,855
min,39,170,111,68,5,691
rnd,39,170,111,68,5,728
max,39,170,58,16,2,37
min,39,170,58,16,2,45
rnd,39,170,58,16,2,26
max,39,170,90,26,2,394
min,39,170,90,26,2,1405
rnd,39,170,90,26,2,610
max,39,170,127,7,2,8
min,39,170,127,7,2,13
rnd,39,170,127,7,2,10
max,39,170,149,28,3,1098
min,39,170,149,28,3,1658
rnd,39,170,149,28,3,2042
max,39,170,138,12,2,26
min,39,170,138,12,2,20
rnd,39,170,138,12,2,21
max,39,170,130,10,2,11
min,39,170,130,10,2,12
rnd,39,170,130,10,2,12
max,39,170,137,40,3,1905
min,39,170,137,40,3,1771
rnd,39,170,137,40,3,475
max,39,170,128,31,3,62
min,39,170,128,31,3,62
rnd,39,170,128,31,3,71
max,39,170,71,8,2,10
min,39,170,71,8,2,16
rnd,39,170,71,8,2,15
max,39,170,117,73,6,222
min,39,170,117,73,6,387
rnd,39,170,117,73,6,2383
max,39,170,113,27,2,83
min,39,170,113,27,2,118
rnd,39,170,113,27,2,93
max,39,170,142,31,3,82
min,39,170,142,31,3,104
rnd,39,170,142,31,3,88
max,39,170,142,26,2,580
min,39,170,142,26,2,1004
rnd,39,170,142,26,2,1867
max,39,170,132,27,2,120
min,39,170,132,27,2,102
rnd,39,170,132,27,2,174
max,39,170,111,41,4,120
min,39,170,111,41,4,289
rnd,39,170,111,41,4,354
max,39,170,146,26,2,96
min,39,170,146,26,2,111
rnd,39,170,146,26,2,84
max,39,170,127,39,3,476
min,39,170,127,39,3,501
rnd,39,170,127,39,3,386
max,39,170,146,19,2,242
min,39,170,146,19,2,372
rnd,39,170,146,19,2,103
max,39,170,132,23,2,96
min,39,170,132,23,2,398
rnd,39,170,132,23,2,205
max,39,170,131,33,3,946
min,39,170,131,33,3,2048
rnd,39,170,131,33,3,244
max,39,170,104,18,3,19
min,39,170,104,18,3,28
rnd,39,170,104,18,3,23
max,39,170,124,29,2,64
min,39,170,124,29,2,135
rnd,39,170,124,29,2,89
max,39,170,79,9,2,13
min,39,170,79,9,2,18
rnd,39,170,79,9,2,15
min,39,170,145,49,3,2768
max,39,170,136,30,2,808
min,39,170,136,30,2,934
rnd,39,170,136,30,2,694
max,39,170,107,15,2,115
min,39,170,107,15,2,91
rnd,39,170,107,15,2,60
max,39,170,147,11,2,15
min,39,170,147,11,2,15
rnd,39,170,147,11,2,15
max,39,170,146,22,2,417
min,39,170,146,22,2,267
rnd,39,170,146,22,2,336
max,39,170,85,7,2,24
min,39,170,85,7,2,27
rnd,39,170,85,7,2,22
max,39,170,135,22,2,35
min,39,170,135,22,2,61
rnd,39,170,135,22,2,43
max,39,170,150,8,2,9
min,39,170,150,8,2,9
rnd,39,170,150,8,2,9
max,39,170,140,28,2,128
min,39,170,140,28,2,189
rnd,39,170,140,28,2,192
max,39,170,137,28,3,86
min,39,170,137,28,3,176
rnd,39,170,137,28,3,96
max,39,170,150,57,4,246
min,39,170,150,57,4,1501
rnd,39,170,150,57,4,1545
max,39,170,116,68,4,184
min,39,170,116,68,4,256
rnd,39,170,116,68,4,333
max,39,170,118,26,2,122
min,39,170,118,26,2,376
rnd,39,170,118,26,2,241
max,39,170,97,7,2,9
min,39,170,97,7,2,13
rnd,39,170,97,7,2,9
max,39,170,112,11,2,12
min,39,170,112,11,2,12
rnd,39,170,112,11,2,12
max,39,170,104,13,2,18
min,39,170,104,13,2,38
rnd,39,170,104,13,2,23
max,39,170,125,23,2,52
min,39,170,125,23,2,53
rnd,39,170,125,23,2,73
max,39,170,145,40,3,126
min,39,170,145,40,3,159
rnd,39,170,145,40,3,234
max,39,170,147,72,5,174
min,39,170,147,72,5,251
rnd,39,170,147,72,5,430
max,39,170,134,10,2,22
min,39,170,134,10,2,21
rnd,39,170,134,10,2,14
max,39,170,96,15,2,33
min,39,170,96,15,2,31
rnd,39,170,96,15,2,33
max,39,170,147,48,4,113
min,39,170,147,48,4,335
rnd,39,170,147,48,4,204
max,39,170,125,20,2,123
min,39,170,125,20,2,210
rnd,39,170,125,20,2,93
max,39,170,142,38,3,662
min,39,170,142,38,3,1364
rnd,39,170,142,38,3,168
max,39,170,76,7,2,14
min,39,170,76,7,2,15
rnd,39,170,76,7,2,15
max,39,170,128,25,2,253
min,39,170,128,25,2,435
rnd,39,170,128,25,2,182
max,39,170,149,15,2,29
min,39,170,149,15,2,28
rnd,39,170,149,15,2,49
max,39,170,139,21,2,42
min,39,170,139,21,2,55
rnd,39,170,139,21,2,59
max,39,170,128,50,3,94
min,39,170,128,50,3,104
rnd,39,170,128,50,3,159
max,39,170,150,27,2,406
min,39,170,150,27,2,941
rnd,39,170,150,27,2,1363
max,39,170,114,25,2,859
min,39,170,114,25,2,1663
rnd,39,170,114,25,2,840
max,39,170,149,26,2,54
min,39,170,149,26,2,59
rnd,39,170,149,26,2,55
max,39,170,139,41,3,627
min,39,170,139,41,3,1397
rnd,39,170,139,41,3,1527
max,39,170,131,42,4,73
min,39,170,131,42,4,89
rnd,39,170,131,42,4,153
max,39,170,133,41,3,164
min,39,170,133,41,3,328
rnd,39,170,133,41,3,419
max,39,170,141,37,3,94
min,39,170,141,37,3,183
rnd,39,170,141,37,3,98
max,39,170,144,35,3,1600
max,39,170,118,21,2,101
min,39,170,118,21,2,207
rnd,39,170,118,21,2,190
max,39,170,63,12,2,27
min,39,170,63,12,2,28
rnd,39,170,63,12,2,27
max,39,170,52,10,3,20
min,39,170,52,10,3,22
rnd,39,170,52,10,3,16
max,39,170,104,22,2,46
min,39,170,104,22,2,102
rnd,39,170,104,22,2,50
max,39,170,112,7,2,8
min,39,170,112,7,2,8
rnd,39,170,112,7,2,8
max,39,170,130,10,2,18
min,39,170,130,10,2,31
rnd,39,170,130,10,2,23
max,39,170,129,36,3,177
min,39,170,129,36,3,403
rnd,39,170,129,36,3,126
max,39,170,141,67,4,223
min,39,170,141,67,4,364
rnd,39,170,141,67,4,690
max,39,170,102,11,2,12
min,39,170,102,11,2,12
rnd,39,170,102,11,2,12
max,39,170,90,21,2,395
min,39,170,90,21,2,589
rnd,39,170,90,21,2,281
max,39,170,142,26,2,158
min,39,170,142,26,2,108
rnd,39,170,142,26,2,95
max,39,170,56,5,2,6
min,39,170,56,5,2,10
rnd,39,170,56,5,2,7
max,39,170,112,17,2,34
min,39,170,112,17,2,76
rnd,39,170,112,17,2,66
max,39,170,124,21,2,56
min,39,170,124,21,2,65
rnd,39,170,124,21,2,81
max,39,170,31,4,2,5
min,39,170,31,4,2,7
rnd,39,170,31,4,2,5
max,39,170,68,14,2,28
min,39,170,68,14,2,28
rnd,39,170,68,14,2,27
max,39,170,127,84,5,505
min,39,170,127,84,5,860
rnd,39,170,127,84,5,822
max,39,170,122,33,3,406
min,39,170,122,33,3,670
rnd,39,170,122,33,3,127
max,39,170,135,27,2,149
min,39,170,135,27,2,183
rnd,39,170,135,27,2,114
max,39,170,51,12,2,13
min,39,170,51,12,2,13
rnd,39,170,51,12,2,13
max,39,170,103,11,2,12
min,39,170,103,11,2,18
rnd,39,170,103,11,2,14
max,39,170,124,22,2,54
min,39,170,124,22,2,56
rnd,39,170,124,22,2,65
max,39,170,147,29,2,165
min,39,170,147,29,2,213
rnd,39,170,147,29,2,111
max,39,170,123,14,2,61
min,39,170,123,14,2,81
rnd,39,170,123,14,2,87
max,39,170,111,38,4,2025
rnd,39,170,111,38,4,372
max,39,170,125,10,2,25
min,39,170,125,10,2,27
rnd,39,170,125,10,2,14
max,39,170,112,64,5,214
min,39,170,112,64,5,350
rnd,39,170,112,64,5,1010
max,39,170,147,37,3,120
min,39,170,147,37,3,166
rnd,39,170,147,37,3,111
rnd,39,170,145,49,4,2838
max,39,170,150,79,5,481
min,39,170,150,79,5,1823
max,39,170,129,26,2,393
min,39,170,129,26,2,429
rnd,39,170,129,26,2,120
max,39,170,143,24,2,147
min,39,170,143,24,2,237
rnd,39,170,143,24,2,122
max,39,170,106,49,3,209
min,39,170,106,49,3,210
rnd,39,170,106,49,3,191
max,39,170,145,63,4,482
min,39,170,145,63,4,1677
max,39,170,123,55,4,240
min,39,170,123,55,4,835
rnd,39,170,123,55,4,757
max,39,170,129,22,2,59
min,39,170,129,22,2,101
rnd,39,170,129,22,2,81
max,39,170,115,11,2,12
min,39,170,115,11,2,12
rnd,39,170,115,11,2,12
max,39,170,112,9,2,21
min,39,170,112,9,2,35
rnd,39,170,112,9,2,25
max,39,170,140,37,3,84
min,39,170,140,37,3,142
rnd,39,170,140,37,3,181
max,39,170,95,25,2,383
min,39,170,95,25,2,938
rnd,39,170,95,25,2,189
max,39,170,148,11,2,25
min,39,170,148,11,2,46
rnd,39,170,148,11,2,36
max,39,170,65,8,2,10
min,39,170,65,8,2,16
rnd,39,170,65,8,2,15
max,39,170,122,51,3,229
min,39,170,122,51,3,471
rnd,39,170,122,51,3,334
max,39,170,81,9,2,12
min,39,170,81,9,2,19
rnd,39,170,81,9,2,17
max,39,170,119,19,2,118
min,39,170,119,19,2,176
rnd,39,170,119,19,2,63
max,39,170,132,43,3,102
min,39,170,132,43,3,195
rnd,39,170,132,43,3,292
max,39,170,87,12,2,14
min,39,170,87,12,2,18
rnd,39,170,87,12,2,15
max,39,170,133,26,2,98
min,39,170,133,26,2,110
rnd,39,170,133,26,2,152
max,39,170,105,25,2,613
min,39,170,105,25,2,885
rnd,39,170,105,25,2,132
max,39,170,113,21,2,96
min,39,170,113,21,2,128
rnd,39,170,113,21,2,93
max,39,170,139,50,2,228
min,39,170,139,50,2,677
rnd,39,170,139,50,2,433
max,39,170,130,58,4,788
rnd,39,170,130,58,4,999
max,39,170,90,12,2,41
min,39,170,90,12,2,29
rnd,39,170,90,12,2,30
max,39,170,103,8,2,10
min,39,170,103,8,2,12
rnd,39,170,103,8,2,11
max,39,170,105,22,2,229
min,39,170,105,22,2,490
rnd,39,170,105,22,2,59
max,39,170,127,23,2,47
min,39,170,127,23,2,79
rnd,39,170,127,23,2,36
max,39,170,119,41,3,176
min,39,170,119,41,3,238
rnd,39,170,119,41,3,144
max,39,170,106,19,2,309
min,39,170,106,19,2,898
rnd,39,170,106,19,2,476
max,39,170,61,9,2,25
min,39,170,61,9,2,25
rnd,39,170,61,9,2,26
max,39,170,150,25,3,232
min,39,170,150,25,3,674
rnd,39,170,150,25,3,253
max,39,170,123,35,3,391
min,39,170,123,35,3,1513
rnd,39,170,123,35,3,1180
max,39,170,114,19,2,37
min,39,170,114,19,2,54
rnd,39,170,114,19,2,51
min,39,170,149,75,4,1721
rnd,39,170,149,75,4,1796
max,39,170,116,22,2,58
min,39,170,116,22,2,84
rnd,39,170,116,22,2,55
max,39,170,84,10,3,15
min,39,170,84,10,3,17
rnd,39,170,84,10,3,16
max,39,170,144,68,4,410
max,39,170,125,23,2,729
min,39,170,125,23,2,1763
rnd,39,170,125,23,2,1529
max,39,170,94,43,3,86
min,39,170,94,43,3,95
rnd,39,170,94,43,3,106
max,39,170,149,11,2,13
min,39,170,149,11,2,17
rnd,39,170,149,11,2,14
max,39,170,53,7,2,8
min,39,170,53,7,2,8
rnd,39,170,53,7,2,8
max,39,170,137,10,2,11
min,39,170,137,10,2,11
rnd,39,170,137,10,2,11
max,39,170,137,48,3,207
min,39,170,137,48,3,129
rnd,39,170,137,48,3,243
max,39,170,113,13,2,139
min,39,170,113,13,2,330
rnd,39,170,113,13,2,136
max,39,170,148,23,2,55
min,39,170,148,23,2,63
rnd,39,170,148,23,2,47
max,39,170,124,28,2,153
min,39,170,124,28,2,185
rnd,39,170,124,28,2,72
max,39,170,133,14,2,22
min,39,170,133,14,2,21
rnd,39,170,133,14,2,22
max,39,170,145,23,2,82
min,39,170,145,23,2,113
rnd,39,170,145,23,2,182
max,39,170,142,8,2,9
min,39,170,142,8,2,9
rnd,39,170,142,8,2,9
max,39,170,59,16,2,27
min,39,170,59,16,2,42
rnd,39,170,59,16,2,48
max,39,170,66,21,2,216
min,39,170,66,21,2,246
rnd,39,170,66,21,2,113
max,39,170,106,55,4,162
min,39,170,106,55,4,179
rnd,39,170,106,55,4,213
max,39,170,142,44,3,392
min,39,170,142,44,3,418
max,39,170,137,27,2,127
min,39,170,137,27,2,238
rnd,39,170,137,27,2,326
max,39,170,85,7,2,12
min,39,170,85,7,2,10
rnd,39,170,85,7,2,14
max,39,170,122,27,3,49
min,39,170,122,27,3,51
rnd,39,170,122,27,3,53
max,39,170,69,8,2,10
min,39,170,69,8,2,16
rnd,39,170,69,8,2,14
max,39,170,135,38,3,981
min,39,170,135,38,3,571
rnd,39,170,135,38,3,144
max,39,170,127,9,2,10
min,39,170,127,9,2,10
rnd,39,170,127,9,2,10
max,39,170,143,36,3,70
min,39,170,143,36,3,99
rnd,39,170,143,36,3,73
max,39,170,130,46,3,151
min,39,170,130,46,3,150
rnd,39,170,130,46,3,172
max,39,170,144,45,3,388
min,39,170,144,45,3,1015
rnd,39,170,144,45,3,395
max,39,170,122,23,2,46
min,39,170,122,23,2,66
rnd,39,170,122,23,2,53
max,39,170,125,61,4,205
min,39,170,125,61,4,191
rnd,39,170,125,61,4,388
max,39,170,99,7,2,8
min,39,170,99,7,2,8
rnd,39,170,99,7,2,8
max,39,170,124,21,3,49
min,39,170,124,21,3,95
rnd,39,170,124,21,3,84
max,39,170,131,29,3,82
min,39,170,131,29,3,497
rnd,39,170,131,29,3,451
max,39,170,107,22,2,128
min,39,170,107,22,2,212
rnd,39,170,107,22,2,392
max,39,170,141,11,2,20
min,39,170,141,11,2,21
rnd,39,170,141,11,2,17
max,39,170,136,41,3,909
min,39,170,136,41,3,2319
rnd,39,170,136,41,3,1069
max,39,170,136,31,3,126
min,39,170,136,31,3,175
rnd,39,170,136,31,3,106
max,39,170,95,17,2,59
min,39,170,95,17,2,109
rnd,39,170,95,17,2,75
max,39,170,67,6,2,7
min,39,170,67,6,2,7
rnd,39,170,67,6,2,7
max,39,170,117,9,2,10
min,39,170,117,9,2,13
rnd,39,170,117,9,2,10
max,39,170,66,9,2,35
min,39,170,66,9,2,33
rnd,39,170,66,9,2,25
max,39,170,55,4,2,5
min,39,170,55,4,2,5
rnd,39,170,55,4,2,5
max,39,170,133,12,2,13
min,39,170,133,12,2,15
rnd,39,170,133,12,2,14
max,39,170,131,21,2,53
min,39,170,131,21,2,83
rnd,39,170,131,21,2,82
max,39,170,150,30,2,64
min,39,170,150,30,2,75
rnd,39,170,150,30,2,79
max,39,170,148,31,3,128
min,39,170,148,31,3,129
rnd,39,170,148,31,3,127
max,39,170,71,5,2,6
min,39,170,71,5,2,6
rnd,39,170,71,5,2,6
max,39,170,97,36,3,433
min,39,170,97,36,3,1531
rnd,39,170,97,36,3,325
max,39,170,118,18,2,63
min,39,170,118,18,2,121
rnd,39,170,118,18,2,83
max,39,170,129,12,2,13
min,39,170,129,12,2,16
rnd,39,170,129,12,2,16
max,39,170,106,7,2,12
min,39,170,106,7,2,13
rnd,39,170,106,7,2,11
max,39,170,146,22,3,125
min,39,170,146,22,3,193
rnd,39,170,146,22,3,194
max,39,170,103,18,2,98
min,39,170,103,18,2,126
rnd,39,170,103,18,2,107
max,39,170,65,8,2,11
min,39,170,65,8,2,11
rnd,39,170,65,8,2,11
max,39,170,106,11,2,13
min,39,170,106,11,2,16
rnd,39,170,106,11,2,14
max,39,170,95,33,3,97
min,39,170,95,33,3,193
rnd,39,170,95,33,3,340
max,39,170,79,8,2,14
min,39,170,79,8,2,13
rnd,39,170,79,8,2,12
max,39,170,149,22,2,108
min,39,170,149,22,2,103
rnd,39,170,149,22,2,100
max,39,170,85,7,2,8
min,39,170,85,7,2,8
rnd,39,170,85,7,2,8
max,39,170,39,4,2,8
min,39,170,39,4,2,8
rnd,39,170,39,4,2,9
max,39,170,71,16,2,98
min,39,170,71,16,2,128
rnd,39,170,71,16,2,59
max,39,170,78,22,2,63
min,39,170,78,22,2,81
rnd,39,170,78,22,2,52
max,39,170,84,10,2,15
min,39,170,84,10,2,31
rnd,39,170,84,10,2,23
max,39,170,150,26,2,192
min,39,170,150,26,2,413
rnd,39,170,150,26,2,215
max,39,170,110,17,2,100
min,39,170,110,17,2,106
rnd,39,170,110,17,2,56
max,39,170,112,5,2,7
min,39,170,112,5,2,10
rnd,39,170,112,5,2,10
max,39,170,99,44,4,114
min,39,170,99,44,4,398
rnd,39,170,99,44,4,142
max,39,170,129,20,2,101
min,39,170,129,20,2,112
rnd,39,170,129,20,2,60
max,39,170,133,17,2,70
min,39,170,133,17,2,101
rnd,39,170,133,17,2,173
max,39,170,122,27,2,123
min,39,170,122,27,2,322
rnd,39,170,122,27,2,170
max,39,170,117,11,2,12
min,39,170,117,11,2,12
rnd,39,170,117,11,2,12
max,39,170,143,36,3,77
min,39,170,143,36,3,698
rnd,39,170,143,36,3,115
max,39,170,142,86,6,442
min,39,170,142,86,6,2200
rnd,39,170,142,86,6,2906
max,39,170,131,26,2,42
min,39,170,131,26,2,63
rnd,39,170,131,26,2,46
max,39,170,92,20,2,99
min,39,170,92,20,2,253
rnd,39,170,92,20,2,157
max,39,170,107,25,4,40
min,39,170,107,25,4,43
rnd,39,170,107,25,4,40
max,39,170,140,10,2,13
min,39,170,140,10,2,22
rnd,39,170,140,10,2,21
max,39,170,102,11,2,13
min,39,170,102,11,2,22
rnd,39,170,102,11,2,13
max,39,170,124,7,2,8
min,39,170,124,7,2,8
rnd,39,170,124,7,2,8
max,39,170,136,28,2,175
min,39,170,136,28,2,391
rnd,39,170,136,28,2,241
max,39,170,122,83,5,1439
min,39,170,122,83,5,1721
rnd,39,170,122,83,5,340
max,39,170,139,54,4,114
min,39,170,139,54,4,144
rnd,39,170,139,54,4,128
max,39,170,130,47,3,353
min,39,170,130,47,3,1482
max,39,170,144,12,2,21
min,39,170,144,12,2,28
rnd,39,170,144,12,2,17
max,39,170,103,12,2,13
min,39,170,103,12,2,13
rnd,39,170,103,12,2,13
max,39,170,80,20,2,44
min,39,170,80,20,2,45
rnd,39,170,80,20,2,52
max,39,170,133,28,3,62
min,39,170,133,28,3,110
rnd,39,170,133,28,3,121
max,39,170,126,26,2,84
min,39,170,126,26,2,109
rnd,39,170,126,26,2,89
max,39,170,132,40,4,92
min,39,170,132,40,4,139
rnd,39,170,132,40,4,136
max,39,170,147,50,4,127
min,39,170,147,50,4,359
rnd,39,170,147,50,4,178
max,39,170,89,35,3,80
min,39,170,89,35,3,108
rnd,39,170,89,35,3,121
max,39,170,84,21,2,64
min,39,170,84,21,2,80
rnd,39,170,84,21,2,69
max,39,170,137,21,3,98
min,39,170,137,21,3,230
rnd,39,170,137,21,3,120
max,39,170,93,49,3,89
min,39,170,93,49,3,170
rnd,39,170,93,49,3,141
max,39,170,45,3,2,4
min,39,170,45,3,2,4
rnd,39,170,45,3,2,4
max,39,170,140,21,2,82
min,39,170,140,21,2,93
rnd,39,170,140,21,2,96
max,39,170,46,5,2,7
min,39,170,46,5,2,10
rnd,39,170,46,5,2,8
max,39,170,111,9,2,18
min,39,170,111,9,2,28
rnd,39,170,111,9,2,15
max,39,170,140,22,2,59
min,39,170,140,22,2,61
rnd,39,170,140,22,2,72
max,39,170,140,10,2,15
min,39,170,140,10,2,15
rnd,39,170,140,10,2,13
max,39,170,120,35,3,312
min,39,170,120,35,3,783
rnd,39,170,120,35,3,324
max,39,170,103,6,2,9
min,39,170,103,6,2,13
rnd,39,170,103,6,2,13
max,39,170,126,8,2,10
min,39,170,126,8,2,16
rnd,39,170,126,8,2,14
max,39,170,100,22,2,44
min,39,170,100,22,2,86
rnd,39,170,100,22,2,42
max,39,170,125,7,2,10
min,39,170,125,7,2,12
rnd,39,170,125,7,2,12
max,39,170,121,25,2,58
min,39,170,121,25,2,130
rnd,39,170,121,25,2,110
max,39,170,144,12,2,41
min,39,170,144,12,2,45
rnd,39,170,144,12,2,26
max,39,170,146,12,2,13
min,39,170,146,12,2,13
rnd,39,170,146,12,2,13
max,39,170,76,7,2,8
min,39,170,76,7,2,10
rnd,39,170,76,7,2,8
max,39,170,123,64,4,1785
rnd,39,170,123,64,4,2363
max,39,170,130,69,4,291
min,39,170,130,69,4,513
rnd,39,170,130,69,4,459
max,39,170,127,32,3,105
min,39,170,127,32,3,121
rnd,39,170,127,32,3,108
max,39,170,107,36,2,104
min,39,170,107,36,2,188
rnd,39,170,107,36,2,158
max,39,170,125,21,2,48
min,39,170,125,21,2,94
rnd,39,170,125,21,2,106
max,39,170,144,61,4,1973
min,39,170,144,61,4,1028
rnd,39,170,144,61,4,2421
max,39,170,100,17,2,44
min,39,170,100,17,2,61
rnd,39,170,100,17,2,42
max,39,170,91,17,2,26
min,39,170,91,17,2,32
rnd,39,170,91,17,2,32
max,39,170,148,40,3,80
min,39,170,148,40,3,89
rnd,39,170,148,40,3,86
max,39,170,108,14,2,133
min,39,170,108,14,2,105
rnd,39,170,108,14,2,66
max,39,170,76,16,2,26
min,39,170,76,16,2,27
rnd,39,170,76,16,2,29
max,39,170,146,32,3,447
min,39,170,146,32,3,879
rnd,39,170,146,32,3,337
max,39,170,124,19,2,108
min,39,170,124,19,2,235
rnd,39,170,124,19,2,294
max,39,170,146,19,2,200
min,39,170,146,19,2,192
rnd,39,170,146,19,2,110
max,39,170,135,85,5,632
rnd,39,170,135,85,5,649
max,39,170,128,46,4,205
min,39,170,128,46,4,781
rnd,39,170,128,46,4,1951
max,39,170,112,70,5,695
rnd,39,170,112,70,5,1521
max,39,170,135,25,2,454
min,39,170,135,25,2,1370
rnd,39,170,135,25,2,796
max,39,170,66,16,2,50
min,39,170,66,16,2,55
rnd,39,170,66,16,2,92
max,39,170,146,8,2,9
min,39,170,146,8,2,9
rnd,39,170,146,8,2,9
max,39,170,40,7,2,12
min,39,170,40,7,2,21
rnd,39,170,40,7,2,14
max,39,170,134,65,4,618
min,39,170,134,65,4,1413
rnd,39,170,134,65,4,463
max,39,170,146,36,3,196
min,39,170,146,36,3,502
rnd,39,170,146,36,3,178
max,39,170,116,57,4,391
min,39,170,116,57,4,905
rnd,39,170,116,57,4,930
max,39,170,58,8,2,11
min,39,170,58,8,2,11
rnd,39,170,58,8,2,10
max,39,170,148,27,2,332
min,39,170,148,27,2,947
rnd,39,170,148,27,2,118
max,39,170,146,31,3,32
min,39,170,146,31,3,33
rnd,39,170,146,31,3,33
max,39,170,145,34,4,426
min,39,170,145,34,4,800
rnd,39,170,145,34,4,160
max,39,170,124,15,3,58
min,39,170,124,15,3,145
rnd,39,170,124,15,3,48
max,39,170,114,41,3,434
min,39,170,114,41,3,1714
rnd,39,170,114,41,3,1280
max,39,170,93,40,4,113
min,39,170,93,40,4,186
rnd,39,170,93,40,4,112
max,39,170,116,27,2,490
rnd,39,170,116,27,2,1981
max,39,170,117,22,3,42
min,39,170,117,22,3,48
rnd,39,170,117,22,3,52
max,39,170,135,35,3,456
min,39,170,135,35,3,1514
rnd,39,170,135,35,3,276
max,39,170,109,21,2,83
min,39,170,109,21,2,123
rnd,39,170,109,21,2,270
max,39,170,121,14,2,96
min,39,170,121,14,2,92
rnd,39,170,121,14,2,147
max,39,170,99,20,2,49
min,39,170,99,20,2,107
rnd,39,170,99,20,2,98
max,39,170,142,47,4,249
min,39,170,142,47,4,459
rnd,39,170,142,47,4,161
max,39,170,133,54,3,188
min,39,170,133,54,3,321
rnd,39,170,133,54,3,341
max,39,170,131,22,2,41
min,39,170,131,22,2,54
rnd,39,170,131,22,2,61
max,39,170,133,68,4,511
min,39,170,133,68,4,445
rnd,39,170,133,68,4,1992
max,39,170,125,43,3,193
min,39,170,125,43,3,216
rnd,39,170,125,43,3,229
max,39,170,122,30,3,831
min,39,170,122,30,3,820
rnd,39,170,122,30,3,158
max,39,170,141,20,2,391
min,39,170,141,20,2,810
rnd,39,170,141,20,2,236
max,39,170,125,51,3,135
min,39,170,125,51,3,164
rnd,39,170,125,51,3,354
max,39,170,144,28,2,99
min,39,170,144,28,2,234
rnd,39,170,144,28,2,238
max,39,170,122,7,2,13
min,39,170,122,7,2,14
rnd,39,170,122,7,2,12
max,39,170,142,47,4,106
min,39,170,142,47,4,392
rnd,39,170,142,47,4,109
max,39,170,132,27,2,652
min,39,170,132,27,2,743
rnd,39,170,132,27,2,661
max,39,170,65,20,2,69
min,39,170,65,20,2,64
rnd,39,170,65,20,2,47
max,39,170,86,22,2,83
min,39,170,86,22,2,98
rnd,39,170,86,22,2,102
max,39,170,79,11,2,27
min,39,170,79,11,2,32
rnd,39,170,79,11,2,33
max,39,170,138,70,5,202
min,39,170,138,70,5,1212
rnd,39,170,138,70,5,491
max,39,170,102,11,2,12
min,39,170,102,11,2,12
rnd,39,170,102,11,2,12
max,39,170,83,25,2,52
min,39,170,83,25,2,103
